run_id,role,part,method,env,size_class,seed,config_sha256,step,checkpoint,is_t0,axis,metric,value
tune_backbone_c07_N10,exploratory,A,ddqn_egreedy,deep_sea,development,0,55a2ecb11996c1a8b09306f22567ab93638097ef54bafa83119effa3e8c788c8,1000,0,True,online,discovery_prob,0.0
tune_backbone_c07_N10,exploratory,A,ddqn_egreedy,deep_sea,development,0,55a2ecb11996c1a8b09306f22567ab93638097ef54bafa83119effa3e8c788c8,1000,0,True,online,episode_return,-0.004370000000000003
tune_backbone_c07_N10,exploratory,A,ddqn_egreedy,deep_sea,development,0,55a2ecb11996c1a8b09306f22567ab93638097ef54bafa83119effa3e8c788c8,2000,1,False,online,discovery_prob,0.0
tune_backbone_c07_N10,exploratory,A,ddqn_egreedy,deep_sea,development,0,55a2ecb11996c1a8b09306f22567ab93638097ef54bafa83119effa3e8c788c8,2000,1,False,online,episode_return,-0.005080000000000004
tune_backbone_c07_N10,exploratory,A,ddqn_egreedy,deep_sea,development,0,55a2ecb11996c1a8b09306f22567ab93638097ef54bafa83119effa3e8c788c8,3000,2,False,online,discovery_prob,0.0
tune_backbone_c07_N10,exploratory,A,ddqn_egreedy,deep_sea,development,0,55a2ecb11996c1a8b09306f22567ab93638097ef54bafa83119effa3e8c788c8,3000,2,False,online,episode_return,-0.004590000000000004
tune_backbone_c07_N10,exploratory,A,ddqn_egreedy,deep_sea,development,0,55a2ecb11996c1a8b09306f22567ab93638097ef54bafa83119effa3e8c788c8,4000,3,False,online,discovery_prob,0.0
tune_backbone_c07_N10,exploratory,A,ddqn_egreedy,deep_sea,development,0,55a2ecb11996c1a8b09306f22567ab93638097ef54bafa83119effa3e8c788c8,4000,3,False,online,episode_return,-0.0034200000000000025
tune_backbone_c07_N10,exploratory,A,ddqn_egreedy,deep_sea,development,0,55a2ecb11996c1a8b09306f22567ab93638097ef54bafa83119effa3e8c788c8,5000,4,False,online,discovery_prob,0.0
tune_backbone_c07_N10,exploratory,A,ddqn_egreedy,deep_sea,development,0,55a2ecb11996c1a8b09306f22567ab93638097ef54bafa83119effa3e8c788c8,5000,4,False,online,episode_return,-0.004310000000000003
tune_backbone_c07_N10,exploratory,A,ddqn_egreedy,deep_sea,development,0,55a2ecb11996c1a8b09306f22567ab93638097ef54bafa83119effa3e8c788c8,6000,5,False,online,discovery_prob,0.0
tune_backbone_c07_N10,exploratory,A,ddqn_egreedy,deep_sea,development,0,55a2ecb11996c1a8b09306f22567ab93638097ef54bafa83119effa3e8c788c8,6000,5,False,online,episode_return,-0.0022500000000000016
tune_backbone_c07_N10,exploratory,A,ddqn_egreedy,deep_sea,development,0,55a2ecb11996c1a8b09306f22567ab93638097ef54bafa83119effa3e8c788c8,7000,6,False,online,discovery_prob,0.0
tune_backbone_c07_N10,exploratory,A,ddqn_egreedy,deep_sea,development,0,55a2ecb11996c1a8b09306f22567ab93638097ef54bafa83119effa3e8c788c8,7000,6,False,online,episode_return,-0.004010000000000003
tune_backbone_c07_N10,exploratory,A,ddqn_egreedy,deep_sea,development,0,55a2ecb11996c1a8b09306f22567ab93638097ef54bafa83119effa3e8c788c8,8000,7,False,online,discovery_prob,0.0
tune_backbone_c07_N10,exploratory,A,ddqn_egreedy,deep_sea,development,0,55a2ecb11996c1a8b09306f22567ab93638097ef54bafa83119effa3e8c788c8,8000,7,False,online,episode_return,-0.0034600000000000026
tune_backbone_c07_N10,exploratory,A,ddqn_egreedy,deep_sea,development,0,55a2ecb11996c1a8b09306f22567ab93638097ef54bafa83119effa3e8c788c8,9000,8,False,online,discovery_prob,0.0
tune_backbone_c07_N10,exploratory,A,ddqn_egreedy,deep_sea,development,0,55a2ecb11996c1a8b09306f22567ab93638097ef54bafa83119effa3e8c788c8,9000,8,False,online,episode_return,-0.0033800000000000024
