run_id,role,part,method,env,size_class,seed,config_sha256,step,checkpoint,is_t0,axis,metric,value
tune_backbone_c10_N20,exploratory,A,ddqn_egreedy,deep_sea,development,0,1006ff2122f14b97dc282a525f9fb66a574021e534c2a57632323dbe7629bc3f,2000,0,True,online,discovery_prob,0.0
tune_backbone_c10_N20,exploratory,A,ddqn_egreedy,deep_sea,development,0,1006ff2122f14b97dc282a525f9fb66a574021e534c2a57632323dbe7629bc3f,2000,0,True,online,episode_return,-0.005100000000000004
tune_backbone_c10_N20,exploratory,A,ddqn_egreedy,deep_sea,development,0,1006ff2122f14b97dc282a525f9fb66a574021e534c2a57632323dbe7629bc3f,4000,1,False,online,discovery_prob,0.0
tune_backbone_c10_N20,exploratory,A,ddqn_egreedy,deep_sea,development,0,1006ff2122f14b97dc282a525f9fb66a574021e534c2a57632323dbe7629bc3f,4000,1,False,online,episode_return,-0.004770000000000003
tune_backbone_c10_N20,exploratory,A,ddqn_egreedy,deep_sea,development,0,1006ff2122f14b97dc282a525f9fb66a574021e534c2a57632323dbe7629bc3f,6000,2,False,online,discovery_prob,0.0
tune_backbone_c10_N20,exploratory,A,ddqn_egreedy,deep_sea,development,0,1006ff2122f14b97dc282a525f9fb66a574021e534c2a57632323dbe7629bc3f,6000,2,False,online,episode_return,-0.00045000000000000026
tune_backbone_c10_N20,exploratory,A,ddqn_egreedy,deep_sea,development,0,1006ff2122f14b97dc282a525f9fb66a574021e534c2a57632323dbe7629bc3f,8000,3,False,online,discovery_prob,0.0
tune_backbone_c10_N20,exploratory,A,ddqn_egreedy,deep_sea,development,0,1006ff2122f14b97dc282a525f9fb66a574021e534c2a57632323dbe7629bc3f,8000,3,False,online,episode_return,-0.0004950000000000003
tune_backbone_c10_N20,exploratory,A,ddqn_egreedy,deep_sea,development,0,1006ff2122f14b97dc282a525f9fb66a574021e534c2a57632323dbe7629bc3f,10000,4,False,online,discovery_prob,0.0
tune_backbone_c10_N20,exploratory,A,ddqn_egreedy,deep_sea,development,0,1006ff2122f14b97dc282a525f9fb66a574021e534c2a57632323dbe7629bc3f,10000,4,False,online,episode_return,-0.0027150000000000017
tune_backbone_c10_N20,exploratory,A,ddqn_egreedy,deep_sea,development,0,1006ff2122f14b97dc282a525f9fb66a574021e534c2a57632323dbe7629bc3f,12000,5,False,online,discovery_prob,0.0
tune_backbone_c10_N20,exploratory,A,ddqn_egreedy,deep_sea,development,0,1006ff2122f14b97dc282a525f9fb66a574021e534c2a57632323dbe7629bc3f,12000,5,False,online,episode_return,-0.0008150000000000006
tune_backbone_c10_N20,exploratory,A,ddqn_egreedy,deep_sea,development,0,1006ff2122f14b97dc282a525f9fb66a574021e534c2a57632323dbe7629bc3f,14000,6,False,online,discovery_prob,0.0
tune_backbone_c10_N20,exploratory,A,ddqn_egreedy,deep_sea,development,0,1006ff2122f14b97dc282a525f9fb66a574021e534c2a57632323dbe7629bc3f,14000,6,False,online,episode_return,-0.0016850000000000012
tune_backbone_c10_N20,exploratory,A,ddqn_egreedy,deep_sea,development,0,1006ff2122f14b97dc282a525f9fb66a574021e534c2a57632323dbe7629bc3f,16000,7,False,online,discovery_prob,0.0
tune_backbone_c10_N20,exploratory,A,ddqn_egreedy,deep_sea,development,0,1006ff2122f14b97dc282a525f9fb66a574021e534c2a57632323dbe7629bc3f,16000,7,False,online,episode_return,-0.002485000000000002
tune_backbone_c10_N20,exploratory,A,ddqn_egreedy,deep_sea,development,0,1006ff2122f14b97dc282a525f9fb66a574021e534c2a57632323dbe7629bc3f,18000,8,False,online,discovery_prob,0.0
tune_backbone_c10_N20,exploratory,A,ddqn_egreedy,deep_sea,development,0,1006ff2122f14b97dc282a525f9fb66a574021e534c2a57632323dbe7629bc3f,18000,8,False,online,episode_return,-0.002265000000000002
tune_backbone_c10_N20,exploratory,A,ddqn_egreedy,deep_sea,development,0,1006ff2122f14b97dc282a525f9fb66a574021e534c2a57632323dbe7629bc3f,20000,9,False,online,discovery_prob,0.0
tune_backbone_c10_N20,exploratory,A,ddqn_egreedy,deep_sea,development,0,1006ff2122f14b97dc282a525f9fb66a574021e534c2a57632323dbe7629bc3f,20000,9,False,online,episode_return,-0.002830000000000002
tune_backbone_c10_N20,exploratory,A,ddqn_egreedy,deep_sea,development,0,1006ff2122f14b97dc282a525f9fb66a574021e534c2a57632323dbe7629bc3f,22000,10,False,online,discovery_prob,0.0
tune_backbone_c10_N20,exploratory,A,ddqn_egreedy,deep_sea,development,0,1006ff2122f14b97dc282a525f9fb66a574021e534c2a57632323dbe7629bc3f,22000,10,False,online,episode_return,-0.002990000000000002
