run_id,role,part,method,env,size_class,seed,config_sha256,step,checkpoint,is_t0,axis,metric,value
tune_backbone_c06_N10,exploratory,A,ddqn_egreedy,deep_sea,development,0,9c0101f17a241082fc6feb844aa2f1a9be54d8e83f3c64e2525bd5f249d8c943,1000,0,True,online,discovery_prob,0.0
tune_backbone_c06_N10,exploratory,A,ddqn_egreedy,deep_sea,development,0,9c0101f17a241082fc6feb844aa2f1a9be54d8e83f3c64e2525bd5f249d8c943,1000,0,True,online,episode_return,-0.004370000000000003
tune_backbone_c06_N10,exploratory,A,ddqn_egreedy,deep_sea,development,0,9c0101f17a241082fc6feb844aa2f1a9be54d8e83f3c64e2525bd5f249d8c943,2000,1,False,online,discovery_prob,0.0
tune_backbone_c06_N10,exploratory,A,ddqn_egreedy,deep_sea,development,0,9c0101f17a241082fc6feb844aa2f1a9be54d8e83f3c64e2525bd5f249d8c943,2000,1,False,online,episode_return,-0.004990000000000004
tune_backbone_c06_N10,exploratory,A,ddqn_egreedy,deep_sea,development,0,9c0101f17a241082fc6feb844aa2f1a9be54d8e83f3c64e2525bd5f249d8c943,3000,2,False,online,discovery_prob,0.0
tune_backbone_c06_N10,exploratory,A,ddqn_egreedy,deep_sea,development,0,9c0101f17a241082fc6feb844aa2f1a9be54d8e83f3c64e2525bd5f249d8c943,3000,2,False,online,episode_return,-0.005190000000000004
tune_backbone_c06_N10,exploratory,A,ddqn_egreedy,deep_sea,development,0,9c0101f17a241082fc6feb844aa2f1a9be54d8e83f3c64e2525bd5f249d8c943,4000,3,False,online,discovery_prob,0.0
tune_backbone_c06_N10,exploratory,A,ddqn_egreedy,deep_sea,development,0,9c0101f17a241082fc6feb844aa2f1a9be54d8e83f3c64e2525bd5f249d8c943,4000,3,False,online,episode_return,-0.004450000000000003
tune_backbone_c06_N10,exploratory,A,ddqn_egreedy,deep_sea,development,0,9c0101f17a241082fc6feb844aa2f1a9be54d8e83f3c64e2525bd5f249d8c943,5000,4,False,online,discovery_prob,0.0
tune_backbone_c06_N10,exploratory,A,ddqn_egreedy,deep_sea,development,0,9c0101f17a241082fc6feb844aa2f1a9be54d8e83f3c64e2525bd5f249d8c943,5000,4,False,online,episode_return,-0.004610000000000003
tune_backbone_c06_N10,exploratory,A,ddqn_egreedy,deep_sea,development,0,9c0101f17a241082fc6feb844aa2f1a9be54d8e83f3c64e2525bd5f249d8c943,6000,5,False,online,discovery_prob,0.0
tune_backbone_c06_N10,exploratory,A,ddqn_egreedy,deep_sea,development,0,9c0101f17a241082fc6feb844aa2f1a9be54d8e83f3c64e2525bd5f249d8c943,6000,5,False,online,episode_return,-0.0044900000000000035
