run_id,role,part,method,env,size_class,seed,config_sha256,step,checkpoint,is_t0,axis,metric,value
tune_backbone_c01_N10,exploratory,A,ddqn_egreedy,deep_sea,development,0,9aa5353a453ca4f2c18c911bc9aef4dc739cc895e4b75351eed651aa9bb20b73,1000,0,True,online,discovery_prob,0.0
tune_backbone_c01_N10,exploratory,A,ddqn_egreedy,deep_sea,development,0,9aa5353a453ca4f2c18c911bc9aef4dc739cc895e4b75351eed651aa9bb20b73,1000,0,True,online,episode_return,-0.005370000000000003
tune_backbone_c01_N10,exploratory,A,ddqn_egreedy,deep_sea,development,0,9aa5353a453ca4f2c18c911bc9aef4dc739cc895e4b75351eed651aa9bb20b73,2000,1,False,online,discovery_prob,1.0
tune_backbone_c01_N10,exploratory,A,ddqn_egreedy,deep_sea,development,0,9aa5353a453ca4f2c18c911bc9aef4dc739cc895e4b75351eed651aa9bb20b73,2000,1,False,online,episode_return,0.004969999999999997
tune_backbone_c01_N10,exploratory,A,ddqn_egreedy,deep_sea,development,0,9aa5353a453ca4f2c18c911bc9aef4dc739cc895e4b75351eed651aa9bb20b73,3000,2,False,online,discovery_prob,1.0
tune_backbone_c01_N10,exploratory,A,ddqn_egreedy,deep_sea,development,0,9aa5353a453ca4f2c18c911bc9aef4dc739cc895e4b75351eed651aa9bb20b73,3000,2,False,online,episode_return,0.22392999999999993
tune_backbone_c01_N10,exploratory,A,ddqn_egreedy,deep_sea,development,0,9aa5353a453ca4f2c18c911bc9aef4dc739cc895e4b75351eed651aa9bb20b73,4000,3,False,online,discovery_prob,1.0
tune_backbone_c01_N10,exploratory,A,ddqn_egreedy,deep_sea,development,0,9aa5353a453ca4f2c18c911bc9aef4dc739cc895e4b75351eed651aa9bb20b73,4000,3,False,online,episode_return,0.7704599999999996
tune_backbone_c01_N10,exploratory,A,ddqn_egreedy,deep_sea,development,0,9aa5353a453ca4f2c18c911bc9aef4dc739cc895e4b75351eed651aa9bb20b73,5000,4,False,online,discovery_prob,1.0
tune_backbone_c01_N10,exploratory,A,ddqn_egreedy,deep_sea,development,0,9aa5353a453ca4f2c18c911bc9aef4dc739cc895e4b75351eed651aa9bb20b73,5000,4,False,online,episode_return,0.8406399999999994
tune_backbone_c01_N10,exploratory,A,ddqn_egreedy,deep_sea,development,0,9aa5353a453ca4f2c18c911bc9aef4dc739cc895e4b75351eed651aa9bb20b73,6000,5,False,online,discovery_prob,1.0
tune_backbone_c01_N10,exploratory,A,ddqn_egreedy,deep_sea,development,0,9aa5353a453ca4f2c18c911bc9aef4dc739cc895e4b75351eed651aa9bb20b73,6000,5,False,online,episode_return,0.7513899999999998
tune_backbone_c01_N10,exploratory,A,ddqn_egreedy,deep_sea,development,0,9aa5353a453ca4f2c18c911bc9aef4dc739cc895e4b75351eed651aa9bb20b73,7000,6,False,online,discovery_prob,1.0
tune_backbone_c01_N10,exploratory,A,ddqn_egreedy,deep_sea,development,0,9aa5353a453ca4f2c18c911bc9aef4dc739cc895e4b75351eed651aa9bb20b73,7000,6,False,online,episode_return,0.7611299999999995
tune_backbone_c01_N10,exploratory,A,ddqn_egreedy,deep_sea,development,0,9aa5353a453ca4f2c18c911bc9aef4dc739cc895e4b75351eed651aa9bb20b73,8000,7,False,online,discovery_prob,1.0
tune_backbone_c01_N10,exploratory,A,ddqn_egreedy,deep_sea,development,0,9aa5353a453ca4f2c18c911bc9aef4dc739cc895e4b75351eed651aa9bb20b73,8000,7,False,online,episode_return,0.7010999999999997
tune_backbone_c01_N10,exploratory,A,ddqn_egreedy,deep_sea,development,0,9aa5353a453ca4f2c18c911bc9aef4dc739cc895e4b75351eed651aa9bb20b73,9000,8,False,online,discovery_prob,1.0
tune_backbone_c01_N10,exploratory,A,ddqn_egreedy,deep_sea,development,0,9aa5353a453ca4f2c18c911bc9aef4dc739cc895e4b75351eed651aa9bb20b73,9000,8,False,online,episode_return,0.7708299999999996
tune_backbone_c01_N10,exploratory,A,ddqn_egreedy,deep_sea,development,0,9aa5353a453ca4f2c18c911bc9aef4dc739cc895e4b75351eed651aa9bb20b73,10000,9,False,online,discovery_prob,1.0
tune_backbone_c01_N10,exploratory,A,ddqn_egreedy,deep_sea,development,0,9aa5353a453ca4f2c18c911bc9aef4dc739cc895e4b75351eed651aa9bb20b73,10000,9,False,online,episode_return,0.8805599999999991
tune_backbone_c01_N10,exploratory,A,ddqn_egreedy,deep_sea,development,0,9aa5353a453ca4f2c18c911bc9aef4dc739cc895e4b75351eed651aa9bb20b73,11000,10,False,online,discovery_prob,1.0
tune_backbone_c01_N10,exploratory,A,ddqn_egreedy,deep_sea,development,0,9aa5353a453ca4f2c18c911bc9aef4dc739cc895e4b75351eed651aa9bb20b73,11000,10,False,online,episode_return,0.8006599999999996
tune_backbone_c01_N10,exploratory,A,ddqn_egreedy,deep_sea,development,0,9aa5353a453ca4f2c18c911bc9aef4dc739cc895e4b75351eed651aa9bb20b73,12000,11,False,online,discovery_prob,1.0
tune_backbone_c01_N10,exploratory,A,ddqn_egreedy,deep_sea,development,0,9aa5353a453ca4f2c18c911bc9aef4dc739cc895e4b75351eed651aa9bb20b73,12000,11,False,online,episode_return,0.7807099999999997
tune_backbone_c01_N10,exploratory,A,ddqn_egreedy,deep_sea,development,0,9aa5353a453ca4f2c18c911bc9aef4dc739cc895e4b75351eed651aa9bb20b73,13000,12,False,online,discovery_prob,1.0
tune_backbone_c01_N10,exploratory,A,ddqn_egreedy,deep_sea,development,0,9aa5353a453ca4f2c18c911bc9aef4dc739cc895e4b75351eed651aa9bb20b73,13000,12,False,online,episode_return,0.76079
tune_backbone_c01_N10,exploratory,A,ddqn_egreedy,deep_sea,development,0,9aa5353a453ca4f2c18c911bc9aef4dc739cc895e4b75351eed651aa9bb20b73,14000,13,False,online,discovery_prob,1.0
tune_backbone_c01_N10,exploratory,A,ddqn_egreedy,deep_sea,development,0,9aa5353a453ca4f2c18c911bc9aef4dc739cc895e4b75351eed651aa9bb20b73,14000,13,False,online,episode_return,0.8106999999999993
tune_backbone_c01_N10,exploratory,A,ddqn_egreedy,deep_sea,development,0,9aa5353a453ca4f2c18c911bc9aef4dc739cc895e4b75351eed651aa9bb20b73,15000,14,False,online,discovery_prob,1.0
tune_backbone_c01_N10,exploratory,A,ddqn_egreedy,deep_sea,development,0,9aa5353a453ca4f2c18c911bc9aef4dc739cc895e4b75351eed651aa9bb20b73,15000,14,False,online,episode_return,0.7410599999999999
tune_backbone_c01_N10,exploratory,A,ddqn_egreedy,deep_sea,development,0,9aa5353a453ca4f2c18c911bc9aef4dc739cc895e4b75351eed651aa9bb20b73,16000,15,False,online,discovery_prob,1.0
tune_backbone_c01_N10,exploratory,A,ddqn_egreedy,deep_sea,development,0,9aa5353a453ca4f2c18c911bc9aef4dc739cc895e4b75351eed651aa9bb20b73,16000,15,False,online,episode_return,0.7212399999999998
tune_backbone_c01_N10,exploratory,A,ddqn_egreedy,deep_sea,development,0,9aa5353a453ca4f2c18c911bc9aef4dc739cc895e4b75351eed651aa9bb20b73,17000,16,False,online,discovery_prob,1.0
tune_backbone_c01_N10,exploratory,A,ddqn_egreedy,deep_sea,development,0,9aa5353a453ca4f2c18c911bc9aef4dc739cc895e4b75351eed651aa9bb20b73,17000,16,False,online,episode_return,0.7707399999999996
tune_backbone_c01_N10,exploratory,A,ddqn_egreedy,deep_sea,development,0,9aa5353a453ca4f2c18c911bc9aef4dc739cc895e4b75351eed651aa9bb20b73,18000,17,False,online,discovery_prob,1.0
tune_backbone_c01_N10,exploratory,A,ddqn_egreedy,deep_sea,development,0,9aa5353a453ca4f2c18c911bc9aef4dc739cc895e4b75351eed651aa9bb20b73,18000,17,False,online,episode_return,0.7907899999999995
tune_backbone_c01_N10,exploratory,A,ddqn_egreedy,deep_sea,development,0,9aa5353a453ca4f2c18c911bc9aef4dc739cc895e4b75351eed651aa9bb20b73,19000,18,False,online,discovery_prob,1.0
tune_backbone_c01_N10,exploratory,A,ddqn_egreedy,deep_sea,development,0,9aa5353a453ca4f2c18c911bc9aef4dc739cc895e4b75351eed651aa9bb20b73,19000,18,False,online,episode_return,0.7907099999999996
tune_backbone_c01_N10,exploratory,A,ddqn_egreedy,deep_sea,development,0,9aa5353a453ca4f2c18c911bc9aef4dc739cc895e4b75351eed651aa9bb20b73,20000,19,False,online,discovery_prob,1.0
tune_backbone_c01_N10,exploratory,A,ddqn_egreedy,deep_sea,development,0,9aa5353a453ca4f2c18c911bc9aef4dc739cc895e4b75351eed651aa9bb20b73,20000,19,False,online,episode_return,0.8007199999999993
tune_backbone_c01_N10,exploratory,A,ddqn_egreedy,deep_sea,development,0,9aa5353a453ca4f2c18c911bc9aef4dc739cc895e4b75351eed651aa9bb20b73,20000,19,False,online,deep_sea_size,10.0
tune_backbone_c01_N10,exploratory,A,ddqn_egreedy,deep_sea,development,1,9aa5353a453ca4f2c18c911bc9aef4dc739cc895e4b75351eed651aa9bb20b73,1000,0,True,online,discovery_prob,0.0
tune_backbone_c01_N10,exploratory,A,ddqn_egreedy,deep_sea,development,1,9aa5353a453ca4f2c18c911bc9aef4dc739cc895e4b75351eed651aa9bb20b73,1000,0,True,online,episode_return,-0.004720000000000004
tune_backbone_c01_N10,exploratory,A,ddqn_egreedy,deep_sea,development,1,9aa5353a453ca4f2c18c911bc9aef4dc739cc895e4b75351eed651aa9bb20b73,2000,1,False,online,discovery_prob,1.0
tune_backbone_c01_N10,exploratory,A,ddqn_egreedy,deep_sea,development,1,9aa5353a453ca4f2c18c911bc9aef4dc739cc895e4b75351eed651aa9bb20b73,2000,1,False,online,episode_return,0.004509999999999995
tune_backbone_c01_N10,exploratory,A,ddqn_egreedy,deep_sea,development,1,9aa5353a453ca4f2c18c911bc9aef4dc739cc895e4b75351eed651aa9bb20b73,3000,2,False,online,discovery_prob,1.0
tune_backbone_c01_N10,exploratory,A,ddqn_egreedy,deep_sea,development,1,9aa5353a453ca4f2c18c911bc9aef4dc739cc895e4b75351eed651aa9bb20b73,3000,2,False,online,episode_return,0.24387999999999987
tune_backbone_c01_N10,exploratory,A,ddqn_egreedy,deep_sea,development,1,9aa5353a453ca4f2c18c911bc9aef4dc739cc895e4b75351eed651aa9bb20b73,4000,3,False,online,discovery_prob,1.0
tune_backbone_c01_N10,exploratory,A,ddqn_egreedy,deep_sea,development,1,9aa5353a453ca4f2c18c911bc9aef4dc739cc895e4b75351eed651aa9bb20b73,4000,3,False,online,episode_return,0.8304699999999993
tune_backbone_c01_N10,exploratory,A,ddqn_egreedy,deep_sea,development,1,9aa5353a453ca4f2c18c911bc9aef4dc739cc895e4b75351eed651aa9bb20b73,5000,4,False,online,discovery_prob,1.0
tune_backbone_c01_N10,exploratory,A,ddqn_egreedy,deep_sea,development,1,9aa5353a453ca4f2c18c911bc9aef4dc739cc895e4b75351eed651aa9bb20b73,5000,4,False,online,episode_return,0.7707599999999997
tune_backbone_c01_N10,exploratory,A,ddqn_egreedy,deep_sea,development,1,9aa5353a453ca4f2c18c911bc9aef4dc739cc895e4b75351eed651aa9bb20b73,6000,5,False,online,discovery_prob,1.0
tune_backbone_c01_N10,exploratory,A,ddqn_egreedy,deep_sea,development,1,9aa5353a453ca4f2c18c911bc9aef4dc739cc895e4b75351eed651aa9bb20b73,6000,5,False,online,episode_return,0.7608899999999997
tune_backbone_c01_N10,exploratory,A,ddqn_egreedy,deep_sea,development,1,9aa5353a453ca4f2c18c911bc9aef4dc739cc895e4b75351eed651aa9bb20b73,7000,6,False,online,discovery_prob,1.0
tune_backbone_c01_N10,exploratory,A,ddqn_egreedy,deep_sea,development,1,9aa5353a453ca4f2c18c911bc9aef4dc739cc895e4b75351eed651aa9bb20b73,7000,6,False,online,episode_return,0.7609199999999997
tune_backbone_c01_N10,exploratory,A,ddqn_egreedy,deep_sea,development,1,9aa5353a453ca4f2c18c911bc9aef4dc739cc895e4b75351eed651aa9bb20b73,8000,7,False,online,discovery_prob,1.0
tune_backbone_c01_N10,exploratory,A,ddqn_egreedy,deep_sea,development,1,9aa5353a453ca4f2c18c911bc9aef4dc739cc895e4b75351eed651aa9bb20b73,8000,7,False,online,episode_return,0.8108699999999996
tune_backbone_c01_N10,exploratory,A,ddqn_egreedy,deep_sea,development,1,9aa5353a453ca4f2c18c911bc9aef4dc739cc895e4b75351eed651aa9bb20b73,9000,8,False,online,discovery_prob,1.0
tune_backbone_c01_N10,exploratory,A,ddqn_egreedy,deep_sea,development,1,9aa5353a453ca4f2c18c911bc9aef4dc739cc895e4b75351eed651aa9bb20b73,9000,8,False,online,episode_return,0.8006699999999995
tune_backbone_c01_N10,exploratory,A,ddqn_egreedy,deep_sea,development,1,9aa5353a453ca4f2c18c911bc9aef4dc739cc895e4b75351eed651aa9bb20b73,10000,9,False,online,discovery_prob,1.0
tune_backbone_c01_N10,exploratory,A,ddqn_egreedy,deep_sea,development,1,9aa5353a453ca4f2c18c911bc9aef4dc739cc895e4b75351eed651aa9bb20b73,10000,9,False,online,episode_return,0.8206199999999996
tune_backbone_c01_N10,exploratory,A,ddqn_egreedy,deep_sea,development,1,9aa5353a453ca4f2c18c911bc9aef4dc739cc895e4b75351eed651aa9bb20b73,11000,10,False,online,discovery_prob,1.0
tune_backbone_c01_N10,exploratory,A,ddqn_egreedy,deep_sea,development,1,9aa5353a453ca4f2c18c911bc9aef4dc739cc895e4b75351eed651aa9bb20b73,11000,10,False,online,episode_return,0.8107099999999996
tune_backbone_c01_N10,exploratory,A,ddqn_egreedy,deep_sea,development,1,9aa5353a453ca4f2c18c911bc9aef4dc739cc895e4b75351eed651aa9bb20b73,12000,11,False,online,discovery_prob,1.0
tune_backbone_c01_N10,exploratory,A,ddqn_egreedy,deep_sea,development,1,9aa5353a453ca4f2c18c911bc9aef4dc739cc895e4b75351eed651aa9bb20b73,12000,11,False,online,episode_return,0.7410399999999998
tune_backbone_c01_N10,exploratory,A,ddqn_egreedy,deep_sea,development,1,9aa5353a453ca4f2c18c911bc9aef4dc739cc895e4b75351eed651aa9bb20b73,13000,12,False,online,discovery_prob,1.0
tune_backbone_c01_N10,exploratory,A,ddqn_egreedy,deep_sea,development,1,9aa5353a453ca4f2c18c911bc9aef4dc739cc895e4b75351eed651aa9bb20b73,13000,12,False,online,episode_return,0.8006299999999996
tune_backbone_c01_N10,exploratory,A,ddqn_egreedy,deep_sea,development,1,9aa5353a453ca4f2c18c911bc9aef4dc739cc895e4b75351eed651aa9bb20b73,14000,13,False,online,discovery_prob,1.0
tune_backbone_c01_N10,exploratory,A,ddqn_egreedy,deep_sea,development,1,9aa5353a453ca4f2c18c911bc9aef4dc739cc895e4b75351eed651aa9bb20b73,14000,13,False,online,episode_return,0.7508299999999999
tune_backbone_c01_N10,exploratory,A,ddqn_egreedy,deep_sea,development,1,9aa5353a453ca4f2c18c911bc9aef4dc739cc895e4b75351eed651aa9bb20b73,15000,14,False,online,discovery_prob,1.0
tune_backbone_c01_N10,exploratory,A,ddqn_egreedy,deep_sea,development,1,9aa5353a453ca4f2c18c911bc9aef4dc739cc895e4b75351eed651aa9bb20b73,15000,14,False,online,episode_return,0.8107399999999995
tune_backbone_c01_N10,exploratory,A,ddqn_egreedy,deep_sea,development,1,9aa5353a453ca4f2c18c911bc9aef4dc739cc895e4b75351eed651aa9bb20b73,16000,15,False,online,discovery_prob,1.0
tune_backbone_c01_N10,exploratory,A,ddqn_egreedy,deep_sea,development,1,9aa5353a453ca4f2c18c911bc9aef4dc739cc895e4b75351eed651aa9bb20b73,16000,15,False,online,episode_return,0.7708099999999996
tune_backbone_c01_N10,exploratory,A,ddqn_egreedy,deep_sea,development,1,9aa5353a453ca4f2c18c911bc9aef4dc739cc895e4b75351eed651aa9bb20b73,17000,16,False,online,discovery_prob,1.0
tune_backbone_c01_N10,exploratory,A,ddqn_egreedy,deep_sea,development,1,9aa5353a453ca4f2c18c911bc9aef4dc739cc895e4b75351eed651aa9bb20b73,17000,16,False,online,episode_return,0.7709099999999997
tune_backbone_c01_N10,exploratory,A,ddqn_egreedy,deep_sea,development,1,9aa5353a453ca4f2c18c911bc9aef4dc739cc895e4b75351eed651aa9bb20b73,18000,17,False,online,discovery_prob,1.0
tune_backbone_c01_N10,exploratory,A,ddqn_egreedy,deep_sea,development,1,9aa5353a453ca4f2c18c911bc9aef4dc739cc895e4b75351eed651aa9bb20b73,18000,17,False,online,episode_return,0.8405899999999993
tune_backbone_c01_N10,exploratory,A,ddqn_egreedy,deep_sea,development,1,9aa5353a453ca4f2c18c911bc9aef4dc739cc895e4b75351eed651aa9bb20b73,19000,18,False,online,discovery_prob,1.0
tune_backbone_c01_N10,exploratory,A,ddqn_egreedy,deep_sea,development,1,9aa5353a453ca4f2c18c911bc9aef4dc739cc895e4b75351eed651aa9bb20b73,19000,18,False,online,episode_return,0.7809199999999997
tune_backbone_c01_N10,exploratory,A,ddqn_egreedy,deep_sea,development,1,9aa5353a453ca4f2c18c911bc9aef4dc739cc895e4b75351eed651aa9bb20b73,20000,19,False,online,discovery_prob,1.0
